URL,ImageURL,Brand,Product Name,Ratings,Price,Discount,Specs,,,,,,,,,,,,
https://www.amazon.in/Titan-Ceramic-Analog-Womens-Watch-95016WD01/dp/B00O8TBB8E/ref=sr_1_16?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-16&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61YWjm9g64S._AC_UL320_.jpg,Titan,Quartz Analog with Date Black Dial Stainless Steel & Ceramic Strap Watch for Women-NS95016WD01/NT95016WD01,4.3,"11,406",7%,"Watch Information
Band Colour
Black
Band Material
Ceramic
Band Width
18
Bezel Function
no bezel available
Brand
Titan
Case Diameter
28 Millimeters
Case Material
Stainless Steel
Case Thickness
7 Millimeters
Clasp
Push Button Deployment Clasp
Collection
Ceramic
Dial Colour
Black
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
200 g
Model Number
NR95016WD01
Part Number
95016WD01
Special Features
Water Resistant
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
30 Meters
Warranty Description
24 months manufacturer warranty on manufacturing defects.
How to avail Warranty?
For availing warranty, show only your original invoice at the Titan Authorized Service Center.
For more details or other service related queries, call the Titan India toll free number 1800-266-0123 between 10am to 7pm on any day of the week, or e-mail at customercare@titan.co.in.
Note: No Warranty card required, warranty can be availed by showing the invoice at service center.
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Tommy-Hillfiger-Juliette-Quartz-Stainless/dp/B0DF5RFMYJ/ref=sr_1_17?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-17&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71glnW7THpL._AC_UL320_.jpg,Tommy Hilfiger,Tommy Hillfiger Juliette Quartz Basic Silver Dial Silver Stainless Steel Strap Watch for Women,,"12,500",,"Watch Information
Band Colour
Silver
Band Material
Stainless Steel
Band Width
10.1 Millimeters
Brand
Tommy Hilfiger
Calendar Type
No Calendar
Case Diameter
36 Millimeters
Case Material
Brass
Case Thickness
8.5 Millimeters
Clasp
Push Button Deployment Clasp
Dial Colour
Silver
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
130 g
Model Number
TH1782641
Part Number
TH1782641
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
30 Meters
Band size
Womens Short
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Fossil-Analog-White-Womens-Watch-ES4735/dp/B07XYVS8WP/ref=sr_1_18?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-18&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/714XIglTNBL._AC_UL320_.jpg,Fossil,Analog White Dial Women's Watch-ES4735,4.5,"11,995",,"Watch Information
Band Colour
Gold
Band Material
Stainless Steel
Band Width
12 Millimeters
Bezel Function
no bezel available
Bezel Material
Stainless Steel
Brand
Fossil
Case Diameter
28 Millimeters
Case Material
Stainless Steel
Case Thickness
7 Millimeters
Clasp
Double Locking Foldover Clasp
Dial Colour
White
Crystal Material
Mineral
Display Type
Analog
Case Shape
Round
Item Weight
61 g
Model Number
ES4735
Part Number
ES4735
Special Features
Water Resistant
Warranty Type
manufacturer
Movement
Quartz
Water Resistance Depth
30 Meters
Warranty Description
2 Years manufacturer warranty from the date of purchase
How to avail Warranty?
• Register your product on https://www.fossilcare.com/registration/
• To claim your warranty, produce original bill copy/invoice at authorized fossil service center (Warranty card & stamp is not mandatory for online purchases)
• For any service related enquiries and feedback, call Fossil India toll free number 000-800-9190-951 Monday to Sunday, 10.00 am to 7.00 pm or mail at service.in@fossil.com.
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Fossil-Jacqueline-Analog-Mother-Watch-ES5165/dp/B09PFCCXVZ/ref=sr_1_19?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-19&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71qo13lRMZL._AC_UL320_.jpg,Fossil,"Fossil Jacqueline Analog Mother of Pearl Dial Women's Watch-ES5165 Stainless Steel, Rose Gold Strap",4.3,"13,495",,,,,,,,,,,,,,
https://www.amazon.in/Tommy-Hillfiger-Quartz-Multifunction-Leather/dp/B0DF5QZ4W3/ref=sr_1_25?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-25&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71NPHm9203L._AC_UL320_.jpg,Tommy Hilfiger,Tommy Hillfiger Lily Quartz Multifunction Beige Dial Beige Leather Strap Watch for Women,5,"14,999",,"Watch Information
Band Colour
Beige
Band Material
Leather
Band Width
19 Millimeters
Brand
Tommy Hilfiger
Calendar Type
No Calendar
Case Diameter
40 Millimeters
Case Material
Brass
Case Thickness
8.45 Millimeters
Clasp
Buckle
Dial Colour
Beige
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
130 g
Model Number
TH1782659
Part Number
TH1782659
Special Features
Multifunction
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
30 Meters
Band size
Womens Short
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Fossil-Scarlette-Multicolor-Stainless-ES5388/dp/B0DJ2XHK2N/ref=sr_1_26?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-26&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/51XrN9CxNrL._AC_UL320_.jpg,Fossil,Women's Scarlette Multicolor Analog Quartz Stainless Steel Watch ES5388,4.4,"11,995",,"Watch Information
Band Colour
Multicolor
Band Material
Stainless Steel
Band Width
16 Millimeters
Bezel Function
Unidirectional
Bezel Material
Stainless Steel
Brand
Fossil
Calendar Type
Date
Case Diameter
32 Millimeters
Case Material
Stainless Steel
Case Thickness
10 Millimeters
Clasp
Deployment Clasp
Collection
Scarlette
Dial Colour
Green
Crystal Material
Mineral
Display Type
analogue
Case Shape
Round
Item Weight
227 g
Model Number
ES5388
Part Number
ES5388
Special Features
Waterproof, Glow In The Dark
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty Description
2 Years
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Fossil-Analog-White-Womens-Watch-ES5304/dp/B0C77MT649/ref=sr_1_27?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-27&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/710sHdnMSpL._AC_UL320_.jpg,Fossil,Fossil Analog White Dial Women's Stainless Steel Watch-ES5304,4.6,"14,995",,,,,,,,,,,,,,
https://www.amazon.in/Tommy-Hilfiger-Analog-Womens-Watch-TH1782547/dp/B0BPCS2XGY/ref=sr_1_28?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-28&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/41srAFJ7aPL._AC_UL320_.jpg,Tommy Hilfiger,Quartz Analog Blue Dial Stainless Steel Strap Watch for Women-NETH1782547,4.8,"11,550",8%,"Watch Information
Band Colour
Blue
Band Material
Stainless Steel
Band Width
16 Millimeters
Bezel Function
no bezel available
Brand
Tommy Hilfiger
Calendar Type
No Calendar
Case Diameter
36 Millimeters
Case Material
Stainless Steel
Case Thickness
8.25 Millimeters
Clasp
Push Button Deployment Clasp
Dial Colour
Blue
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
120 g
Model Number
TH1782547
Part Number
TH1782547
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
30 Meters
Band size
Womens Standard
Warranty Description
no warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Titan-Ceramic-Analog-Womens-Watch-95016WD02/dp/B00O8TBET0/ref=sr_1_29?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-29&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61b6QudtbYS._AC_UL320_.jpg,Titan,Quartz Analog with Date Mother of Pearl Dial Stainless Steel & Ceramic Strap Watch for Women-NS95016WD02/NT95016WD02,4.1,"13,005",,"Watch Information
Band Colour
White
Band Material
Steel and Ceramic
Band Width
5
Bezel Function
no bezel available
Brand
Titan
Case Diameter
28 Millimeters
Case Material
Stainless Steel
Case Thickness
7 Millimeters
Clasp
Double Locking Foldover Clasp
Collection
Ceramic
Dial Colour
White
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
150 g
Model Number
NR95016WD02
Part Number
95016WD02
Special Features
Water Resistant
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
30 Meters
Warranty Description
24 months manufacturer warranty on manufacturing defects.
How to avail Warranty?
For availing warranty, show only your original invoice at the Titan Authorized Service Center.
For more details or other service related queries, call the Titan India toll free number 1800-266-0123 between 10am to 7pm on any day of the week, or e-mail at customercare@titan.co.in.
Note: No Warranty card required, warranty can be availed by showing the invoice at service center.
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Fossil-Analog-Gold-Womens-Watch-ES4628/dp/B07RZ1R1HJ/ref=sr_1_31?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-31&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71aKsO-yoxL._AC_UL320_.jpg,Fossil,"Analog Gold Dial Women's Watch-ES4628 Stainless Steel, Rose Gold Strap",4.2,"12,995",,"Watch Information
Band Colour
Gold
Band Material
Stainless Steel
Band Width
14 Millimeters
Bezel Function
Bidirectional
Bezel Material
Stainless Steel
Brand
Fossil
Case Diameter
36 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Push Button Foldover Clasp With Safety
Dial Colour
Gold
Crystal Material
Mineral
Display Type
Analog
Case Shape
Round
Item Weight
48 g
Model Number
ES4628
Model Year
2019
Part Number
ES4628
Special Features
Water Resistant
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
30 Meters
Band size
Womens Long
Warranty Description
2 Years manufacturer warranty from the date of purchase
How to avail Warranty?
• Register your product on https://www.fossilcare.com/registration/
• To claim your warranty, produce original bill copy/invoice at authorized fossil service center (Warranty card & stamp is not mandatory for online purchases)
• For any service related enquiries and feedback, call Fossil India toll free number 000-800-9190-951 Monday to Sunday, 10.00 am to 7.00 pm or mail at service.in@fossil.com.
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Fossil-Jesse-Analog-Rose-Watch/dp/B007NM84PQ/ref=sr_1_32?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-32&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/712Nd8ll5QL._AC_UL320_.jpg,Fossil,Jesse Analog Rose Gold Dial Watch - ES3020,4.2,"11,995",,"Watch Information
Band Colour
Gold
Band Material
Stainless Steel
Band Width
15 Millimeters
Bezel Function
no bezel available
Brand
Fossil
Case Diameter
34 Millimeters
Case Material
Stainless Steel
Case Thickness
8 Millimeters
Collection
jesse
Dial Colour
Gold
Crystal Material
Glass
Display Type
analogue
Case Shape
Round
Item Weight
75 g
Model Number
ES3020
Model Year
2019
Part Number
ES3020
Special Features
second hand
Movement
Quartz
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Fossil-Riley-Analog-Womens-Watch/dp/B004D4S7AY/ref=sr_1_33?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-33&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71CCvrJ5JBL._AC_UL320_.jpg,Fossil,Riley Analog Rose Gold Dial Women's Watch - ES2811,4.3,"13,495",,"Watch Information
Band Colour
Rose Gold
Band Material
Stainless Steel
Band Width
18 Millimeters
Bezel Function
GMT
Bezel Material
No bezel available
Brand
Fossil
Calendar Type
Day, Date, Month & Year
Case Diameter
38 Millimeters
Case Material
Metal
Case Thickness
11 Millimeters
Clasp
Buckle
Collection
Riley
Dial Colour
Rose Gold
Crystal Material
Mineral
Display Type
analogue
Case Shape
Round
Item Weight
115 g
Maximum Water Resistance Pressure
10.00 Bars
Model Number
ES2811
Model Year
2019
Part Number
ES2811
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty Description
1
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Armani-Exchange-Brooke-Analog-Watch-AX5329/dp/B07K7H8M3P/ref=sr_1_34?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-34&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71R9Sg+JwNL._AC_UL320_.jpg,Armani Exchange,"Armani Exchange Leather Brooke Analog Black Dial Women Watch-Ax5329, Gray Band",4.4,"12,495",,,,,,,,,,,,,,
https://www.amazon.in/Tommy-Hilfiger-Carnation-Shaped-Watch_TH1782526W/dp/B0CW1MQHLH/ref=sr_1_35?dib=eyJ2IjoiMSJ9.uRY8AVVKqKS9DSyIVncDYJxefWtt08jsel_pbWEZnO9TTpJmr8Fr8ariOj2iUCtYFN35wu5hRzknyc0p_Fq-P3g_pWTJcYApkarg2Tugyah0OiYKl0hGxakC3hUfUVxtoCWmZbtUAheefeN4Dj2HO5AQajV81pGm__2HQsbpQ1Gx3stRAyMSTk032OrqYAjws34Gdni2TeNFzjs1976PP21TcxsUnWNTb_tg5kIFFqJb6BMMaWT-_eA_xk1bnZFVVXVH856YwBF9BhfVZzAYnlkZ5LTFBFru_Vq1T_dBuGM.aLhXxgxuN1hVDBuTj0u20zNF_gEc7JJ8TNDmT5aHfEo&dib_tag=se&qid=1744805245&refinements=p_36%3A990000-1570000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=1350387031&s=watch&sr=1-35&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71iQvOp7bTL._AC_UL320_.jpg,Tommy Hilfiger,Carnation Gold Dial Round Shaped Sport Women Watch_TH1782526W,4.6,"11,039",40%,"Watch Information
Band Colour
Gold
Band Material
Stainless Steel
Band Width
18.00
Bezel Function
12 Hour Time Display
Bezel Material
Stainless Steel
Brand
Tommy Hilfiger
Calendar Type
No Calendar
Case Diameter
38
Case Material
Stainless Steel
Case Thickness
8.5
Clasp
Push Button Deployment Clasp
Dial Colour
CARNATION GOLD
Crystal Material
Mineral
Display Type
Analog
Case Shape
Round
Item Weight
84 g
Model Number
TH1782526W
Part Number
TH1782526W
Special Features
Waterproof, Glow In The Dark
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
